gggg 一一
alff 燕驾越毂
augt 燕麦
owqa 燧人氏
oudg 燧石
ogbb 燮理阴阳
ojwb 爆仓
ojuw 爆冷
ouuy 爆冷门
ojbm 爆出
ojnt 爆发
onlt 爆发力
ojga 爆开
ojou 爆料
ojse 爆棚
ojia 爆满
ootd 爆炒鹅卵石
ootf 爆炒鹅卵石不进油盐油盐不进
ojot 爆炸
oont 爆炸性
ootr 爆炸物
ojoq 爆燃
ojdh 爆破
ojtt 爆竹
otrr 爆竹的脾气
otro 爆竹的脾气一点就炸
ooaa 爆米花沏茶
ooab 爆米花沏茶泡汤了
ojec 爆胎
ojgq 爆裂
okvf 爆跳如雷
wsog 爨桂炊玉
rhqt 爪儿
rhbb 爪子
rhah 爪牙
rhfb 爬上塔顶吹笛子
rhfy 爬上塔顶吹笛子高调
rhnq 爬上屋脊的螃蟹
rhnb 爬上屋脊的螃蟹横行到顶了
rhmq 爬上山顶打铜锣
rhmf 爬上山顶打铜锣站得高想响得远
rhmu 爬上山顶纳凉
rhmm 爬上山顶纳凉走上风尽走上风
rhcg 爬上马背想飞天
rhcf 爬上马背想飞天好高鹜远
rhfh 爬坡
rhff 爬墙
rfha 爬墙虎
rhmm 爬山
rmii 爬山涉水
rmha 爬山虎
rmhw 爬山虎的本领
rmhx 爬山虎的本领会巴结
rhsc 爬树
rsjr 爬梳剔抉
rsij 爬梳洗剔
rssk 爬楼梯跌跤
rsst 爬楼梯跌跤爬得越高摔得越重
rhiy 爬泳
rhdo 爬灰
rljr 爬罗剔抉
rbre 爬耳搔腮
rhjh 爬虫
rysy 爬高梯摘月亮
ryss 爬高梯摘月亮空想
eswk 爱丁堡
ephh 爱上
egvt 爱不忍释
egtr 爱不释手
eppp 爱之
epwt 爱之欲其生
epwg 爱之欲其生恶之欲其死
epqi 爱乐
ebeb 爱了爱了
epww 爱人
ewnt 爱人以德
ewtt 爱人利物
ewvf 爱人好士
epwq 爱你
epwk 爱侣
edai 爱克斯光
emli 爱则加诸膝恶则坠诸渊
ekya 爱别离苦
efdf 爱博而情不专
epqt 爱卿
ekrq 爱叫的鸟
ekrp 爱叫的鸟不做窝
epkt 爱吃
ekto 爱吃香的有腊肠爱吃甜的有蜜糖
ektk 爱吃香的有腊肠爱吃甜的有蜜糖对味
epkk 爱哭
elaf 爱因斯坦
eplg 爱国
elyy 爱国主义
elvp 爱国如家
elft 爱国者
edan 爱奇艺
epvv 爱女
epvb 爱好
evft 爱好者
evnb 爱如己出
evgp 爱如珍宝
epvn 爱妃
epgv 爱妻
epuv 爱妾
epva 爱姬
epbb 爱子
eppe 爱家
epvw 爱富嫌贫
equf 爱尔兰
eqxw 爱尔维修
eneq 爱屋及乌
epmm 爱岗
epvj 爱巢
etwx 爱德华
epny 爱心
epnw 爱怜
epln 爱思
epyo 爱恋
epnv 爱恨
ennw 爱恨情仇
epng 爱情
enth 爱情片
epna 爱惜
ennt 爱惜羽毛
epuj 爱意
epaj 爱慕
epnu 爱憎
enwj 爱憎分明
epfa 爱戴
efvw 爱才如命
efvi 爱才如渴
efai 爱才若渴
eruf 爱打半边鼓
eruf 爱打半边鼓旁敲侧击
eprf 爱抚
epry 爱护
erfy 爱拼才会赢
eaay 爱斯基摩
ejnl 爱日惜力
eutg 爱普生
epsm 爱机
etrf 爱毛反裘
enaq 爱民区
envb 爱民如子
epis 爱河
epoo 爱火
epdg 爱犬
eggg 爱理不理
egit 爱琴海
etgg 爱生恶死
epdu 爱礼存羊
eppy 爱神
eptq 爱称
eptt 爱笑
etgg 爱答不理
egvd 爱素好古
epug 爱美
eupn 爱美之心
eaqt 爱范儿
eape 爱莫之助
eace 爱莫能助
epmf 爱财
emvw 爱财如命
eiaq 爱辉区
emtg 爱迪生
epyv 爱郎
eqvw 爱钱如命
eprw 爱鹤失众
elwu 爵位
elfg 爵士
efqi 爵士乐
elpy 爵禄
wgbf 父严子孝
wybb 父为子隐
wqus 父亲
wuaq 父亲节快乐
wwbg 父债子还
wqkq 父兄
wqvv 父女
wqbb 父子
wubf 父慈子孝
wqrv 父执
wqsg 父本
wqsc 父权
wsba 父析子荷
wqxg 父母
wxpd 父母之邦
wxus 父母亲
wxpn 父母官
wxla 父母恩勤
wqep 父爱
wqgg 父王
wqod 父类
wqtx 父系
wqft 父老
wfku 父老兄弟
wqab 父荫
wqdj 父辈
wwwp 爷俩分家
wwwo 爷俩分家另起炉灶
wwrl 爷俩打架
wwrn 爷俩打架大惊小怪
wwrj 爷俩掉到河里
wwrr 爷俩掉到河里各扑腾各的
wwfw 爷俩赶集
wwfi 爷俩赶集一大一小
wwwy 爷爷住茅屋爸爸盖瓦房
wwwd 爷爷住茅屋爸爸盖瓦房一代比一代强一辈强似一辈
wwmk 爷爷同孙子赛跑
wwmf 爷爷同孙子赛跑不服老
wwbr 爷爷孙子拜年
wwbi 爷爷孙子拜年一大一小
wwsp 爷爷棉袄孙子穿
wwsd 爷爷棉袄孙子穿老一套
wwrs 爷爷的长相
wwrb 爷爷的长相老样子
wuvq 爷羹娘饭
wmbp 爷见孙猫见窝
wmbu 爷见孙猫见窝亲
wglk 爷青回
wgxf 爷青结
wqvu 爷饭娘羹
wqwq 爸爸
wwvv 爸爸妈妈
wwow 爸爸粉
wqvc 爹妈
wqvy 爹娘
wgkv 爹死哭娘
wgkw 爹死哭娘犟种一个
wgvw 爹死娘嫁人
wgvw 爹死娘嫁人各人顾各人
wwxr 爹爹给婆婆拜年
wwxi 爹爹给婆婆拜年多此一举
qqtd 爻辞
dqkk 爽口
dqks 爽呆
dnnh 爽心悦目
dqnn 爽快
dqyv 爽朗
dqrn 爽气
dqtr 爽然自失
dqar 爽然若失
dqfh 爽直
dqpy 爽神
dqxq 爽约
dqeq 爽脆
dqtm 爽身
dtow 爽身粉
tfys 片云遮顶
tifn 片光零羽
thyn 片刻
thyj 片剂
thum 片商
thud 片头
tnma 片尾曲
tykg 片文只事
thon 片断
thwd 片段
thid 片源
tggq 片瓦不留
tgfd 片瓦无存
tlgl 片甲不回
tlgd 片甲不存
tlgq 片甲不留
tlgg 片甲不还
tlfd 片甲无存
txkp 片纸只字
tygp 片言一字
tykp 片言只字
tyky 片言只语
tyrq 片言折狱
tykq 片词只句
tykt 片语只辞
ttgr 片长末技
ttar 片长薄技
thdm 片面
tqur 片鳞半爪
tqkl 片鳞只甲
tqgl 片鳞残甲
tqdl 片鳞碎甲
thlt 版图
thga 版型
thsg 版本
tsrr 版本控制
thsc 版权
tsxl 版权强国
tsrd 版权所有
thuq 版次
ttul 版版六十四
thgl 版画
thtu 版税
ttqr 版筑饭牛
thxm 版纳
thbq 版聊
thvt 牌九
thwu 牌位
thay 牌匾
thkg 牌号
thfy 牌坊
thbb 牌子
thhj 牌桌
thso 牌楼
tsgf 牌楼下躲雨
tsgj 牌楼下躲雨暂避一时
thhk 牌点
thjv 牌照
thod 牌类
tkpj 牖中窥日
anlk 牙买加
addy 牙克石市
ahud 牙关
ahpf 牙冠
ahnm 牙刷
ahat 牙医
ahkk 牙口
amoo 牙周炎
ahfr 牙垢
ahih 牙婆
ahid 牙尖
ahys 牙床
ahdh 牙慧
ahsv 牙根
aaiy 牙牙学语
ahuc 牙痛
auma 牙痛贴膏药
aumi 牙痛贴膏药胡摆治
arki 牙白口清
ahdc 牙碜
ahwf 牙祭
ahtu 牙科
ahtw 牙签
atdl 牙签万轴
atbs 牙签子搭桥
atbf 牙签子搭桥难过
atnl 牙签犀轴
atgl 牙签玉轴
atql 牙签锦轴
ahow 牙粉
ahxg 牙线
ahxt 牙缝
axjk 牙缝里剔肉吃
axju 牙缝里剔肉吃解不了馋不过瘾
axja 牙缝里插花
axjy 牙缝里插花嘴里漂亮
ahyp 牙膏
ayrr 牙膏的脾气
ayrb 牙膏的脾气不挤不出
ahqc 牙色
ahrf 牙质
ahmf 牙雕
ahhw 牙齿
ahtl 牙齿和舌头打架
ahtr 牙齿和舌头打架伤不了和气
rhk 牛
rgku 牛不喝水强按头
rpgt 牛之一毛
rheb 牛乳
rhwb 牛仔
rweb 牛仔服
rwpu 牛仔裤
rhwp 牛倌
rhvn 牛刀
rvpc 牛刀割鸡
rviy 牛刀小试
rkpg 牛口之下
rkck 牛吃桑叶
rkdm 牛吃破草帽
rkdl 牛吃破草帽一肚子坏圈圈
rktb 牛吃笋子
rktt 牛吃笋子胸有成竹
rkat 牛吃苞米玉米秸
rkao 牛吃苞米玉米秸天生的粗料
rkaw 牛吃草料鸭吃谷
rkap 牛吃草料鸭吃谷各人有各人的福各人享各人福
rkan 牛吃草来狗吃屎
rkak 牛吃草来狗吃屎各有各的口味各对口味
rkfw 牛吃赶车人
rkfg 牛吃赶车人无法无天
rkxg 牛听弹琴
rkht 牛嘴上套篾篓
rkhk 牛嘴上套篾篓口难开不好开口
rhlu 牛圈
rugk 牛头不对马嘴
rugd 牛头不对马面
rucd 牛头马面
rdcn 牛套马
rdcw 牛套马累死俩
rhve 牛奶
rncn 牛尾巴
rncr 牛尾巴两边摇摆
rncj 牛尾巴拍苍蝇
rncv 牛尾巴拍苍蝇凑巧了赶得巧正好
rnrt 牛尾打牛身
rnru 牛尾打牛身不痛
rney 牛屁股后念祭文
rnet 牛屁股后念祭文白费口舌
rnej 牛屁股后的苍蝇
rney 牛屁股后的苍蝇一哄而散盯叮上不放
rney 牛屁股后面念祭文
rney 牛屁股后面念祭文说空话
rnet 牛屁股后面打灯笼
rnee 牛屁股后面打灯笼不起作用
rhym 牛市
rhrw 牛扒
rril 牛拉汽车
rris 牛拉汽车怪事一桩
rrdd 牛拉碌碡石磙
rrdf 牛拉碌碡石磙打圆场
rrdb 牛拉碾子
rrdd 牛拉碾子上了圈套
rryb 牛拉磨子
rryd 牛拉磨子走不出圈套
rhrd 牛排
rhrw 牛掰
rjxv 牛星织女
rsjk 牛栏里伸进张马嘴
rsjq 牛栏里伸进张马嘴没你开口的份儿
rsjq 牛栏里关猪
rhse 牛棚
rsjc 牛棚里养鸡
rsjb 牛棚里养鸡架子不小好大的架子
rgja 牛死日也落
rgjt 牛死日也落祸不单行
rthq 牛毛上解锯
rtha 牛毛上解锯刻薄
rtxf 牛毛细雨
rtut 牛毛羊毛和驴毛
rtut 牛毛羊毛和驴毛全是痞皮子出身
rhrn 牛气
rhim 牛油
rijs 牛油果
rhiv 牛津
ricf 牛溲马勃
rici 牛溲马渤
rdtd 牛牵鼻子马抓鬃
rdtq 牛牵鼻子马抓鬃抓住了关键
rhtr 牛犊
rtbd 牛犊子上套
rtbb 牛犊子上套挨鞭子的日子到了
rtbt 牛犊子叫街
rtbb 牛犊子叫街懵懵懂不清楚门了
rtbt 牛犊子学拉犁
rtbf 牛犊子学拉犁让人牵着鼻子走
rtbl 牛犊子学耕田
rtbf 牛犊子学耕田上了圈套让人牵着鼻子走
rtbj 牛犊子扑蝴蝶
rtbd 牛犊子拉犁耙
rtbt 牛犊子拉犁耙不打不走不在行
rtbl 牛犊子拉车
rtbr 牛犊子拉车乱了套拽
rtbv 牛犊子撒娇
rtbr 牛犊子撒娇顶顶撞撞又顶又撞
rtrl 牛犊拉车
rtrd 牛犊拉车乱套
rgwg 牛王爷不管驴的事
rgwr 牛王爷不管驴的事各管各的
rumu 牛瘦骨不瘦
rumv 牛瘦骨不瘦底子好
rhot 牛皮灯笼
rhoq 牛皮灯笼心里亮照里不照外
rhuq 牛皮癣
rhoy 牛皮糊窗户
rhom 牛皮糊窗户不透风
rhxa 牛皮纸上雕花
rhxa 牛皮纸上雕花刻薄
rhxf 牛皮纸糊的鼓
rhxr 牛皮纸糊的鼓不堪一击经不起敲打
rhpp 牛皮袄子反穿
rhpk 牛皮袄子反穿逗虱子走穹路
rhqd 牛皮饭碗
rhqd 牛皮饭碗打不破
rhfk 牛皮鼓
rhfi 牛皮鼓湿水
rhfk 牛皮鼓湿水不响
rhfq 牛皮鼓青铜锣
rhfk 牛皮鼓青铜锣不打不响
rdsg 牛磺酸
rucf 牛童马走
rhoa 牛粪
roha 牛粪上插花
rohu 牛粪上插花底子臭根子不净
rofa 牛粪堆上的蘑菇
rxuu 牛给羊抵头
rxuh 牛给羊抵头仗着脸上
ruwp 牛羊人圈鸟落窝
ruwr 牛羊人圈鸟落窝各得其所
ruqk 牛羊勿践
rure 牛羊的肚腹
rurq 牛羊的肚腹草包
rhvt 牛群
rvlp 牛群回山寨
rvlr 牛群回山寨前呼后拥
rdlw 牛耕田马吃谷
rdlp 牛耕田马吃谷一个受累一个享福
rhbg 牛耳
rhmw 牛肉
rhef 牛肚
rhux 牛背
ruha 牛背上放马鞍
ruhb 牛背上放马鞍乱套了
ruhu 牛背上翻跟头
ruhf 牛背上翻跟头有点硬功夫
rern 牛脾气
rhjy 牛虻
rhjk 牛蝇
rjkk 牛蝇叮牛蹄
rjku 牛蝇叮牛蹄无关痛痒不痛不痒
ryyk 牛衣夜哭
ryme 牛衣岁月
ryua 牛衣病卧
rhqe 牛角
rqps 牛角之歌
rqnt 牛角书生
rqph 牛角安在驴头上
rqpw 牛角安在驴头上四不像
rqcq 牛角对菱角
rqid 牛角尖
rqii 牛角尖对牛角尖
rqrn 牛角挂书
rqra 牛角挂稻草
rqra 牛角挂稻草轻巧
rqja 牛角里栽花
rqjg 牛角里栽花根骨不正
rktr 牛踏臭冬瓜
rkti 牛踏臭冬瓜浑身冒坏水
rkqu 牛踩乌龟背
rkqh 牛踩乌龟背心里痛痛在心上
rkkq 牛蹄中鱼
rkpi 牛蹄之涔
rkpq 牛蹄之鱼
rkbw 牛蹄子上供
rkbd 牛蹄子上供就显你角脚大
rkbu 牛蹄子两瓣
rkbr 牛蹄子两瓣合不拢
rtht 牛身上拔根毛
rthw 牛身上拔根毛不在乎无伤大体无关大体
rthj 牛身上爬蚂蚁
rthh 牛身上爬蚂蚁不显眼
rtht 牛身上的毛
rthi 牛身上的毛数不清
rhgk 牛逼
rhyv 牛郎
rywv 牛郎会织女
rywt 牛郎会织女喜相逢
ryxv 牛郎约织女
ryxa 牛郎约织女后会有期
ryxv 牛郎织女
ryxp 牛郎织女哭梁祝
ryxn 牛郎织女哭梁祝同病相怜
ryxw 牛郎织女相会
ryxu 牛郎织女相会一年一次
rysv 牛郎配织女
rysc 牛郎配织女天生一对
rtqq 牛长鳞马长角
rtqf 牛长鳞马长角不可能的事没人见过
rarp 牛鞭牛阴敬神
rarb 牛鞭牛阴敬神神也得罪了人也得罪了
rhgb 牛顿
rhqn 牛饮
rhcn 牛马
rcpp 牛马襟裾
rcbh 牛驮子搁在羊背上
rcbf 牛驮子搁在羊背上担当不起
rcap 牛骥共牢
rcms 牛骥同槽
rcmr 牛骥同皂
rmue 牛骨头煮胶
rmug 牛骨头煮胶难熬
rycd 牛高马大
rrjp 牛鬼蛇神
rygg 牛魔王
rygr 牛魔王的兵
rham 牛黄
raqp 牛黄狗宝
rhwq 牛鼎倒个儿
rhwt 牛鼎倒个儿大翻身
rhyc 牛鼎烹鸡
rhye 牛鼎烹鸡大材小用
rtbc 牛鼻子上的跳蚤
rtbd 牛鼻子上的跳蚤自高自大
rtba 牛鼻子插大葱
rtbq 牛鼻子插大葱装相象
rtbg 牛鼻子穿环
rtbf 牛鼻子穿环让人牵着鼻子走
rtxr 牛鼻绳落人手
rtxy 牛鼻绳落人手身不由己不由自主
rtjq 牛鼻里爬小蟹
rtjn 牛鼻里爬小蟹大惊小怪
rwjj 牛龛里的虫
rwjr 牛龛里的虫硬钻比喻硬往里挤
ttca 牝牡骊黄
tcnj 牝鸡司旦
tcnj 牝鸡司晨
tcjk 牝鸡晨鸣
tctk 牝鸡牡鸣
crtj 牟利
crbc 牟取
cpeg 牟定县
cgaq 牟平区
trmy 牡丹
tmaq 牡丹区
tmia 牡丹江
tmiy 牡丹江市
tmkr 牡丹虽好终须绿叶扶持
trjd 牡蛎
pgsd 牢不可破
prkh 牢中
prld 牢固
prud 牢头
prpu 牢实
pryq 牢底
prya 牢度
pyjf 牢房里赌博
pyjq 牢房里赌博一错再错
prpr 牢牢
prqt 牢狱
pqpp 牢狱之灾
pltr 牢甲利兵
prtq 牢稳
prtd 牢笼
pryn 牢记
pruy 牢门
prtf 牢靠
prcc 牢骚
pcie 牢骚满腹
trrh 牦牛
twgb 牧人不刮胡子
twgc 牧人不刮胡子溜留须拍马
trfn 牧场
trvv 牧女
trjg 牧师
trsk 牧歌
tqvc 牧猪奴戏
trud 牧羊
traj 牧草
tekx 牧豕听经
tjaq 牧野区
trcn 牧马
trog 物业
trgk 物事
tnqk 物以希为贵
tntk 物以稀为贵
tnob 物以类聚
tnvw 物以群分
trwr 物件
trww 物价
twao 物伤其类
trws 物体
trwh 物候
trwq 物像
trlt 物力
tlxc 物力维艰
trwx 物化
twgp 物华天宝
trkk 物品
tdwy 物在人亡
trqh 物外
tnae 物尽其用
trjv 物归
tjdy 物归原主
trjt 物换星移
trrp 物探
trou 物料
tjwd 物是人非
tdrw 物有所值
tsmr 物极则反
tsur 物极将返
tsnr 物极必反
tsnr 物极必返
twsi 物欲横流
trww 物殷俗阜
triy 物流
trgj 物理
tgmb 物理风险
tyxk 物离乡贵
ttyk 物稀为贵
tugr 物竞天择
trod 物类
tuwy 物美价廉
trdi 物耗
tbmh 物联网卡
tyjt 物腐虫生
tgmr 物至则反
tyie 物议沸腾
tryg 物证
trqj 物象
trrf 物质
truq 物资
twnd 物阜民丰
twnp 物阜民安
twny 物阜民康
tkge 牲口不上膘
tkgg 牲口不上膘料不到
tkfu 牲口进磨道
tkfb 牲口进磨道兜圈子
tryx 牲畜
dgnt 牵一发而动全身
dxsa 牵丝攀藤
dgrl 牵五挂四
dpbm 牵出
dprm 牵制
dpfc 牵动
dfaa 牵动荷叶带动藕
dfal 牵动荷叶带动藕互相牵连
dkur 牵只羊全家动手
dkug 牵只羊全家动手人浮于事
dpxh 牵引
dxlg 牵引车
dxbw 牵引附会
dpxk 牵强
dxbw 牵强附会
dxbw 牵强附合
dpwy 牵念
dprt 牵手
dprh 牵扯
dprf 牵挂
dpih 牵涉
drhs 牵牛上独木桥
drhf 牵牛上独木桥难过
drhs 牵牛上纸桥
drhc 牵牛上纸桥难上加难难上难
drgf 牵牛下井
drdb 牵牛牵鼻子
drdq 牵牛牵鼻子抓住了关键
drxv 牵牛织女
draw 牵牛花
dras 牵牛花上树
drar 牵牛花上树顺杆爬
drak 牵牛花儿当喇叭吹
drag 牵牛花儿当喇叭吹闹着玩
drav 牵牛花讨好
drar 牵牛花讨好顺杆爬
drfs 牵牛过独木桥
drff 牵牛过独木桥难过
dtxo 牵物引类
ducs 牵瘸驴上窟窿桥
ducc 牵瘸驴上窟窿桥左右为难
dpud 牵着
dugv 牵着不走拉着倒退
dugx 牵着不走拉着倒退犟
duxp 牵着张三狼的俗称回家
duxp 牵着张三狼的俗称回家引狼人室
duuq 牵着羊进照相馆
duus 牵着羊进照相馆出洋羊相
duee 牵着肠子挂着肚
dueg 牵着肠子挂着肚不放心放心不下
ducc 牵着骆驼数着鸡
ducw 牵着骆驼数着鸡高的高来低的低
ducc 牵着骆驼赶着鸡
ducw 牵着骆驼赶着鸡就高不就低
dutf 牵着鼻子走
dptx 牵系
dpjc 牵紧
dplx 牵累
dpxg 牵线
dxrs 牵线搭桥
dpxu 牵绊
dxxp 牵经引礼
dpxy 牵缠
duri 牵羊担酒
dufq 牵羊进照相馆
dufs 牵羊进照相馆出洋羊相
depe 牵肠割肚
dere 牵肠挂肚
dean 牵肠萦心
daap 牵萝莫补
dapn 牵萝补屋
dyrl 牵衣投辖
dyem 牵衣肘见
dpyn 牵记
dpfh 牵起
dplp 牵连
drhw 牵鬼上剑
tryl 特为
trut 特产
trwt 特任
trwd 特优
trwg 特例
trwa 特供
tdae 特克斯县
truw 特准
trbm 特出
trfj 特刊
trkl 特别
trrm 特制
trtl 特务
trak 特勤
traq 特区
trbc 特取
trkg 特号
trtm 特向
trls 特困
tltg 特困生
trfb 特地
trdd 特大
trvb 特好
trpg 特定
traa 特工
trna 特异
trtg 特征
trnn 特快
tnfu 特快专递
trqv 特急
trnt 特性
truj 特意
trxf 特拉维夫
trrv 特招
trrx 特指
tuax 特效药
trft 特教
taru 特斯拉
trde 特有
tyuo 特朗普
trsc 特权
trgo 特来
trhx 特此
trhi 特步
thlb 特步国际
trgq 特殊
trdx 特氟龙
tiwv 特洛伊
trir 特派
tikm 特派员
trhk 特点
trtk 特种
ttrg 特种兵
trtq 特称
trty 特稿
tuqt 特立独行
trtf 特等
ttuq 特等奖
trxq 特约
trxe 特级
trxc 特经
trqc 特色
trax 特药
tryt 特许
trym 特设
trfo 特赦
trlk 特辑
trkh 特遣
trry 特邀
trqm 特钢
trta 特长
tydf 特高压
trtr 牺牲
nitj 犀利
njri 犀照牛渚
nooj 犀燃烛照
nirh 犀牛
nrye 犀牛望月
niqe 犀角
nqon 犀角烛怪
nsqy 犀顶龟文
nhgg 犀颅玉颊
niqy 犀鸟
tfir 犁地淹死牛
tfib 犁地淹死牛伤墒透了
tfra 犁地的甩鞭
tfrr 犁地的甩鞭吹催牛
tyrp 犁庭扫穴
tyru 犁庭扫闾
trpb 犁牛之子
tjll 犁田
tjqw 犁铧
trqe 犄角
tqpr 犄角之势
trbb 犊子
tbkr 犊子踢牛婆母牛
tbkt 犊子踢牛婆母牛恩将仇报以怨报德
ttea 犊牧采薪
tyeg 犍为县
trap 犒劳
trip 犒赏
tidp 犒赏三军
dgwf 犬儒
dqwx 犬兔俱毙
dgkd 犬吠
dkpu 犬吠之盗
dkpa 犬吠之警
dpyj 犬守夜鸡司晨
dpyc 犬守夜鸡司晨各尽其责各尽其能
dauq 犬牙交错
datd 犬牙盘石
dasr 犬牙相制
dasq 犬牙相错
dayr 犬牙鹰爪
dqkh 犬键踪
dcpu 犬马之养
dcpu 犬马之决
dcpl 犬马之力
dcpa 犬马之劳
dcpr 犬马之年
dcpy 犬马之恋
dcpr 犬马之报
dcpu 犬马之疾
dcpy 犬马之诚
dcyy 犬马恋主
qhwt 犯上作乱
qtgh 犯下
qghh 犯不上
qbdt 犯了克山病又得虎林热虎疫旧称霍乱
qbdb 犯了克山病又得虎林热虎疫旧称霍乱没法治没治了
qtww 犯人
qwrs 犯人打制枷
qwre 犯人打制枷自作自受
qtwt 犯傻
qtls 犯困
qtns 犯怵
qtto 犯愁
qtaa 犯戒
qtug 犯病
qtss 犯禁
qtld 犯罪
qdgs 犯而不校
qdqs 犯而勿校
qtfw 犯规
qyfy 犯言直谏
qtmg 犯贱
qtfp 犯过
qtqa 犯错
qtcw 犯难
udfq 状元
ufys 状元府内吃蟠桃
ufyt 状元府内吃蟠桃贵人吃贵物
uduk 状况
udvk 状如
uddy 状态
udsu 状态栏
udyg 状语
udee 状貌
qtnj 犷悍
qtdy 犹太
qdww 犹太人
qtvk 犹如
qtdh 犹存
qfyj 犹未为晚
qqcc 犹犹豫豫
qqwe 犹解倒悬
qtcb 犹豫
qcgu 犹豫不决
qdyl 狂三诈四
qttd 狂乱
qtwg 狂傲
qtkn 狂叫
qtkd 狂吠
qtkb 狂吼
qtkv 狂啸
qtfk 狂喜
qtdf 狂奔
qvdd 狂奴故态
qtyn 狂妄
qytd 狂妄自大
qvim 狂嫖滥赌
qtvc 狂怒
qsma 狂想曲
qtjp 狂晕
qtja 狂暴
qenw 狂朋怪侣
qend 狂朋怪友
qtcq 狂欢
qcab 狂欢节
qtrn 狂气
qtip 狂泻
qtid 狂涛
qiai 狂涛巨浪
qici 狂涛骇浪
qtif 狂潮
qtia 狂灌
qtrv 狂热
qdkj 狂犬吠日
qdki 狂犬吠日空汪汪
qdug 狂犬病
qfpy 狂瞽之言
qttt 狂笑
qtrl 狂舞
qjij 狂蜂浪蝶
qtyy 狂言
qlio 狂轰滥炸
qtjf 狂野
qtsd 狂顶
qtmq 狂风
qmvk 狂风怒号
qmgi 狂风恶浪
qmjf 狂风暴雨
qmcf 狂风骤雨
qtdd 狂飙
qtqn 狂饮
qwna 狄俄尼索斯
qqdw 狄尔泰
qtvf 狎妓
qtcu 狎雉驯童
qgfd 狐不二雄
qtwm 狐仙
qwhd 狐假虎威
qwqx 狐假鸱张
qqpd 狐兔之悲
qwvw 狐凭鼠伏
qkqt 狐唱枭和
qfqr 狐埋狐扬
qdvp 狐奔鼠窜
qtvn 狐媚
qvqs 狐媚猿攀
qvdu 狐媚魇道
qeqi 狐朋狗党
qeqd 狐朋狗友
qgur 狐死首丘
qivw 狐潜鼠伏
qtqt 狐狸
qqws 狐狸作梦
qqwc 狐狸作梦想着投机偷鸡
qqws 狐狸做梦
qqwc 狐狸做梦想投机偷鸡
qqbi 狐狸出洞
qqbq 狐狸出洞没好事儿
qqkl 狐狸吵架
qqky 狐狸吵架一派胡狐言
qqtu 狐狸和狗拜把子朋友结为异姓兄弟
qqti 狐狸和狗拜把子朋友结为异姓兄弟狐群狗党
qqkb 狐狸哭兔子
qqku 狐狸哭兔子假慈悲假慈善
qqvq 狐狸嫁黄鼠狼
qqvw 狐狸嫁黄鼠狼都是骚臊货一对骚臊货
qqnc 狐狸尾巴
qqst 狐狸想天鹅
qqsk 狐狸想天鹅不得到口
qqfm 狐狸戴礼帽
qqfn 狐狸戴礼帽假正经人面兽心
qqfm 狐狸戴草帽
qqfw 狐狸戴草帽不算人不是人
qqrj 狐狸打马蜂
qqri 狐狸打马蜂不懂得死活
qqrd 狐狸找羊交朋友
qqry 狐狸找羊交朋友不存好心居心不良
qqri 狐狸掉进污水池
qqrt 狐狸掉进污水池又臊又臭
qqrs 狐狸撞猎枪
qqru 狐狸撞猎枪死到临头
qqyn 狐狸放屁
qqyr 狐狸放屁臊气
qqir 狐狸洞里扛扁担
qqis 狐狸洞里扛扁担窝里横
qqjb 狐狸照镜子
qqjb 狐狸照镜子怪模怪样怪样子
qqrc 狐狸的尾巴
qqrw 狐狸的尾巴藏不住
qqog 狐狸精
qqov 狐狸精变美女
qqop 狐狸精变美女迷人心窍
qqoq 狐狸精打呵欠
qqor 狐狸精打呵欠妖里妖气
qqxr 狐狸给鸡拜年
qqxg 狐狸给鸡拜年不怀好意阴险歹毒
qqxd 狐狸给鸡祝寿
qqxp 狐狸给鸡祝寿不敢受这个礼
qqyf 狐狸说教
qqyc 狐狸说教旨在偷机鸡
qqkf 狐狸跟猎人走
qqki 狐狸跟猎人走凶多吉少
qqkf 狐狸跟着老虎走
qqkd 狐狸跟着老虎走狐假虎威
qqfb 狐狸进宅院
qqfu 狐狸进宅院来者不善
qqfs 狐狸进村
qqfn 狐狸进村没安好心
qqqb 狐狸钻罐子
qqqn 狐狸钻罐子藏头露尾
qxgu 狐疑不决
qvqi 狐群狗党
qhpd 狐虎之威
qfup 狐裘羔袖
qfaa 狐裘蒙戎
qfaa 狐裘蒙茸
qkqk 狐鸣枭噪
qkqu 狐鸣狗盗
qktk 狐鸣篝中
qkto 狐鸣篝火
qkqn 狐鸣鱼书
qvpt 狐鼠之徒
qwbw 狗仔队
qwwr 狗仗人势
qwpr 狗仗官势
qwvp 狗偷鼠窃
qwwr 狗傍人势
qiqe 狗党狐朋
qiqv 狗党狐群
qkja 狗口里吐不出象牙
qkja 狗口里生不出象牙
qkgb 狗叼来的肉猫吃了
qkgd 狗叼来的肉猫吃了坐享其成
qkno 狗吃屎
qkrm 狗吃热肉
qkrn 狗吃热肉又爱又怕
qkqe 狗吃猪肠
qkqi 狗吃猪肠撒扯不清
qkgw 狗吃王八
qkgu 狗吃王八找不到头
qkge 狗吃豆腐脑
qkgw 狗吃豆腐脑闲衔不住
qkga 狗吃青草
qkge 狗吃青草长着一副驴心肠
qktu 狗吐舌头
qktt 狗吐舌头热得很
qkgn 狗吠不惊
qkpn 狗吠之惊
qkpa 狗吠之警
qkdy 狗吠非主
qkkp 狗咬吕洞宾
